year,subject,school_name,batch,kind,min_score,min_rank,group_id,group_name,xuanke_req
2024,历史,华中师范大学,本科批,普通类,590,3161,05,第05组,不限
2024,历史,华中师范大学,本科批,国家专项计划,598,2351,06,第06组,不限
2024,历史,华中师范大学,本科批,普通类,608,1533,07,第07组,不限
2024,历史,华中师范大学,本科批,普通类,597,2437,08,第08组,政
2024,历史,华中师范大学,本科批,国家专项计划,595,2643,09,第09组,政
2024,历史,华中师范大学,本科批,普通类,611,1348,10,第10组,政
2024,历史,华中师范大学,本科批,普通类,606,1695,11,第11组,地
2024,历史,华中师范大学,本科批,国家专项计划,593,2844,12,第12组,地
2024,历史,华中师范大学,本科批,普通类,606,1695,13,第13组,地
2024,历史,湖北警官学院,本科批,普通类,521,16245,432,,（07）
2024,历史,湖北科技职业学院,高职高专批,乡村振兴,354,79479,01,第01组,不限
2024,历史,湖北科技职业学院,高职高专批,普通类,391,62370,02,第02组,不限
2024,历史,湖北科技职业学院,高职高专批,普通类,329,91293,03,第03组,不限
2024,历史,武汉科技大学,本科批,普通类,565,6643,01,第01组,不限
2024,历史,武汉科技大学,本科批,普通类,568,6159,02,第02组,政
2024,历史,湖北幼儿师范高等专科学校,高职高专批,普通类,346,83315,01,第01组,不限
2024,历史,湖北幼儿师范高等专科学校,高职高专批,专本联合培养,428,46803,02,第02组,不限
2024,历史,湖北幼儿师范高等专科学校,高职高专批,专本联合培养,422,49169,03,第03组,不限
2024,历史,襄阳科技职业学院,高职高专批,普通类,320,95364,01,第01组,不限
2024,历史,襄阳科技职业学院,高职高专批,普通类,363,75276,02,第02组,不限
2024,历史,咸宁职业技术学院,高职高专批,乡村振兴,319,95811,01,第01组,不限
2024,历史,咸宁职业技术学院,高职高专批,普通类,346,83315,02,第02组,不限
2024,历史,咸宁职业技术学院,高职高专批,普通类,246,118511,03,第03组,不限
2024,历史,咸宁职业技术学院,高职高专批,专本联合培养,422,49169,04,第04组,不限
2024,历史,咸宁职业技术学院,高职高专批,专本联合培养,427,47191,05,第05组,不限
2024,历史,咸宁职业技术学院,高职高专批,专本联合培养,422,49169,06,第06组,不限
2024,历史,武汉城市学院,高职高专批,普通类,270,113460,05,第05组,不限
2024,历史,湖北商贸学院,高职高专批,普通类,234,120301,04,第04组,不限
2024,历史,华中科技大学,本科批,普通类,604,1853,02,第02组,不限
2024,历史,武汉铁路职业技术学院,高职高专批,乡村振兴,397,59674,01,第01组,不限
2024,历史,武汉铁路职业技术学院,高职高专批,乡村振兴,398,59226,02,第02组,不限
2024,历史,武汉铁路职业技术学院,高职高专批,普通类,428,46803,03,第03组,不限
2024,历史,武汉铁路职业技术学院,高职高专批,普通类,424,48379,04,第04组,不限
2024,历史,武汉铁路职业技术学院,高职高专批,专本联合培养,430,46023,05,第05组,不限
2024,历史,武汉工贸职业学院,高职高专批,普通类,291,106884,01,第01组,不限
2024,历史,长江艺术工程职业学院,高职高专批,普通类,282,109922,01,第01组,不限
2024,历史,长江艺术工程职业学院,高职高专批,专本联合培养,422,49169,02,第02组,不限
2024,历史,武汉东湖学院,高职高专批,普通类,191,123542,04,第04组,不限
2024,历史,湖北铁道运输职业学院,高职高专批,普通类,376,69195,01,第01组,不限
2024,历史,湖北铁道运输职业学院,高职高专批,普通类,363,75276,02,第02组,不限
2024,历史,黄冈师范学院,本科批,普通类,510,19082,01,第01组,不限
2024,历史,黄冈师范学院,本科批,普通类,436,43711,02,第02组,不限
2024,历史,黄冈师范学院,本科批,地方专项计划,510,19082,03,第03组,不限
2024,历史,黄冈师范学院,本科批,普通类,516,17494,04,第04组,政
2024,历史,黄冈师范学院,本科批,普通类,516,17494,05,第05组,地
2024,历史,湖北中医药大学,本科批,普通类,510,19082,01,第01组,不限
2024,历史,湖北中医药大学,本科批,普通类,432,45225,02,第02组,化
2024,历史,湖北中医药大学,本科批,护理类,432,45225,03,第03组,化
2024,历史,武汉外语外事职业学院,高职高专批,普通类,290,107217,01,第01组,不限
2024,历史,湖北交通职业技术学院,高职高专批,乡村振兴,377,68721,05,第05组,不限
2024,历史,湖北交通职业技术学院,高职高专批,普通类,392,61913,06,第06组,不限
2024,历史,湖北交通职业技术学院,高职高专批,普通类,363,75276,07,第07组,不限
2024,历史,湖北交通职业技术学院,高职高专批,专本联合培养,422,49169,08,第08组,不限
2024,历史,荆州理工职业学院,高职高专批,普通类,340,86097,01,第01组,不限
2024,历史,荆州理工职业学院,高职高专批,普通类,342,85202,02,第02组,不限
2024,历史,荆州理工职业学院,高职高专批,普通类,334,88931,03,第03组,不限
2024,历史,荆州理工职业学院,高职高专批,普通类,371,71448,04,第04组,不限
2024,历史,武汉工商学院,本科批,普通类,464,33355,432,,（01）
2024,历史,恩施职业技术学院,高职高专批,普通类,326,92621,01,第01组,不限
2024,历史,恩施职业技术学院,高职高专批,普通类,332,89924,02,第02组,不限
2024,历史,恩施职业技术学院,高职高专批,普通类,334,88931,03,第03组,不限
2024,历史,恩施职业技术学院,高职高专批,专本联合培养,424,48379,04,第04组,不限
