school_name,group_code,min_score,min_rank,subject,xuanke_req,is_special,year,plan_count
广东财经大学,209组,560,18923,历史,不限,否,2025,0
广东技术师范大学,243组,560,19041,历史,不限,否,2025,0
广东技术师范大学,238组,560,19090,历史,不限,否,2025,0
广东财经大学,212组,560,19251,历史,不限,否,2025,0
广东工业大学,200组,560,19258,历史,不限,否,2025,0
广东技术师范大学,236组,560,19346,历史,不限,否,2025,0
广东工业大学,201组,559,19490,历史,不限,否,2025,0
广东工业大学,203组,559,19566,历史,不限,否,2025,0
佛山大学,221组,559,19728,历史,不限,否,2025,0
深圳职业技术大学,241组,558,20061,历史,不限,否,2025,0
佛山大学,219组,558,20170,历史,不限,否,2025,0
广东技术师范大学,242组,557,20515,历史,不限,否,2025,0
华南师范大学,211组(地方专项),557,20763,历史,不限,否,2025,0
广东警官学院,202组,556,20953,历史,不限,否,2025,0
广东第二师范学院,214组,556,21028,历史,不限,否,2025,0
广东技术师范大学,237组,556,21043,历史,不限,否,2025,0
广州中医药大学,212组,556,21146,历史,不限,否,2025,0
广东金融学院,211组,555,21588,历史,不限,否,2025,0
广东技术师范大学,244组,553,22316,历史,不限,否,2025,0
广东技术师范大学,241组,553,22511,历史,不限,否,2025,0
广东技术师范大学,235组(地方专项）,553,22716,历史,不限,否,2025,0
汕头大学,208组(地方专项）,553,22751,历史,不限,否,2025,0
广东外语外贸大学,208组(地方专项),552,22979,历史,不限,否,2025,0
广东工业大学,268组（学分互认）,552,23020,历史,不限,否,2025,0
广东第二师范学院,212组,552,23229,历史,不限,否,2025,0
南方医科大学,209组(地方专项）,551,23345,历史,不限,否,2025,0
汕头大学,207组(地方专项）,551,23398,历史,不限,否,2025,0
广东技术师范大学(河源校区),203组,550,24274,历史,不限,否,2025,0
广东工业大学,281组（地方专项）,550,24279,历史,不限,否,2025,0
惠州学院,204组,549,24578,历史,不限,否,2025,0
广东第二师范学院,211组,549,24624,历史,不限,否,2025,0
广东工业大学(揭阳校区),201组,549,24663,历史,不限,否,2025,0
广州医科大学,208组(地方专项),549,24780,历史,不限,否,2025,0
